group_id,suspicious,severity,group_size,label_min,label_max,label_range,label_mean,rel_range,max_min_ratio,fc_values_in_group,type_values_in_group,source_row,Ref.No.,fc (MPa),type (规格备注),试件标号,fy (MPa),fcy150,R再生骨料取代率(%),b (mm),h (mm),t (mm),r0 (mm),L (mm),e1 (mm),e2 (mm),Nexp (kN)
4118,,low,4,3261.0,3385.0,124.0,3323.0,0.037316,1.038025,85,fcu150,5699,"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,B-12-2,402,93.7767476,0,133,133,12,66.5,400,0,0,3261
3793,,low,2,6382.0,6624.0,242.0,6503.0,0.037214,1.037919,66,fck100x100x300,5261,"Journal of Constructional Steel Research | Mechanical properties of CFSST with steel reinforcement cage under biaxial eccentric compression | Jun Chen, Hao Shi, Jie Li, Mingqing Guo, Faxing Ding, Zhanjun Shao, Ping Xiang | 2023",66,fck100x100x300,T8E0A,776,63.06983786,0,180,180,8,0,900,0,0,6624
3793,,low,2,6382.0,6624.0,242.0,6503.0,0.037214,1.037919,66,fck100x100x300,5262,"Journal of Constructional Steel Research | Mechanical properties of CFSST with steel reinforcement cage under biaxial eccentric compression | Jun Chen, Hao Shi, Jie Li, Mingqing Guo, Faxing Ding, Zhanjun Shao, Ping Xiang | 2023",66,fck100x100x300,T8E0B,776,63.06983786,0,180,180,8,0,900,0,0,6382
3113,,low,2,1693.0,1757.0,64.0,1725.0,0.037101,1.037803,146.7,fck100x100x300,4389,"Journal of Building Engineering | Structural performance of ultra-high strength concrete filled high strength steel tube stub columns under eccentric loading | Xia Luo, Xinye Yu, Jiangang Wei, Cong Li, Yan Yang, Huiyun Qiao, Chenchen Jiang | 2024",146.7,fck100x100x300,E-0.21-1.2-1,1153,140.1870487,0,140,140,6.27,70,420,84,84,1757
3113,,low,2,1693.0,1757.0,64.0,1725.0,0.037101,1.037803,146.7,fck100x100x300,4380,"Journal of Building Engineering | Structural performance of ultra-high strength concrete filled high strength steel tube stub columns under eccentric loading | Xia Luo, Xinye Yu, Jiangang Wei, Cong Li, Yan Yang, Huiyun Qiao, Chenchen Jiang | 2024",146.7,fck100x100x300,E-0.21-1.2-2,1153,140.1870487,0,140,140,6.27,70,420,84,84,1693
3389,,low,2,1693.0,1757.0,64.0,1725.0,0.037101,1.037803,146.3,"fck,150",4723,"Journal of Building Structures | Experimental study on compression performance of ultra-high-strength concrete (UHSC) filled high-strength steel tube stub columns subjected to eccentric load | LUO Xia, WEI Jiangang, HAN Jinpeng... | 2021",146.3,"fck,150",E-1.2-1,1153,146.3,0,140,140,6.27,70,420,84,84,1757
3389,,low,2,1693.0,1757.0,64.0,1725.0,0.037101,1.037803,146.3,"fck,150",4722,"Journal of Building Structures | Experimental study on compression performance of ultra-high-strength concrete (UHSC) filled high-strength steel tube stub columns subjected to eccentric load | LUO Xia, WEI Jiangang, HAN Jinpeng... | 2021",146.3,"fck,150",E-1.2-2,1153,146.3,0,140,140,6.27,70,420,84,84,1693
2661,,low,2,557.0,578.0,21.0,567.5,0.037004,1.037702,37.725,Cube 150,3748,"Structural response of thin-walled circular steel tubular columns filled with demolished concrete lumps and fresh concrete, Xin-Yu Zhao; Bo Wu; Long Wang, Unknown, 2016",37.725,Cube 150,T0.8-E0-R25-A,272.4,30.817,25,160,160,0.8,80,1600,0,0,578
2661,,low,2,557.0,578.0,21.0,567.5,0.037004,1.037702,37.725,Cube 150,3749,"Structural response of thin-walled circular steel tubular columns filled with demolished concrete lumps and fresh concrete, Xin-Yu Zhao; Bo Wu; Long Wang, Unknown, 2016",37.725,Cube 150,T0.8-E0-R25-B,272.4,30.817,25,160,160,0.8,80,1600,0,0,557
1185,,low,2,540.7,561.0,20.3,550.85,0.036852,1.037544,30,cube,1602,"方钢管再生骨料混凝土短柱理论分析, 梁健, Unknown, 2018",30,cube,70T30,390.35,23.909,70,100,100,2.63,0,300,0,0,561
1185,,low,2,540.7,561.0,20.3,550.85,0.036852,1.037544,30,cube,1606,"方钢管再生骨料混凝土短柱理论分析, 梁健, Unknown, 2018",30,cube,70Z30,390.35,23.909,70,100,100,2.63,0,300,0,0,540.7
3782,,low,2,960.0,996.0,36.0,978.0,0.03681,1.0375,45.3,fcu150,5243,"Journal of Constructional Steel Research | Experimental and numerical investigations on concrete-filled double-tubular slender columns under axial and eccentric loading | Wen-Da Wang, Sun-Hang Ji, Yan-Li Shi | 2023",45.3,fcu150,SCS2-2,329.3,37.7244097,0,140,140,4,0,1600,20,20,996
